file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.008397838130688649,0.00419135789369728,0.3172910972258037,0.05332924889780829,0.005561574764715959,0.013037795475551589,0.01790747643168268,0.5802836265800517
2,0.9270842489576077,0.0015911852190674098,0.0038133432696416595,0.008203376090728399,0.0015749222761405497,0.009158053572821028,0.012648519628229259,0.03592641475576398
3,0.9985728936004508,7.409355216905122e-05,0.00016865396704524336,0.00016492411889681036,5.37191630691211e-05,0.00018676114846569853,0.00012321425612888532,0.0006557755437743605
4,0.02453006233040518,0.004449407102889279,0.00735998411050732,0.1829240022117482,0.0045490767515712896,0.10574034841727087,0.05085227039897089,0.6195948780766368
5,0.9855297484568016,0.0003265289254528793,0.0036214753998703598,0.00127513864744382,0.00023856942394408578,0.00535385217746605,0.0006609196101991151,0.0029937256948219726
6,0.0006292205995327516,0.0004790628693711997,0.00179748913334536,0.0005009703237786519,0.00016030799139073632,0.9951012530687073,0.00063006796004059,0.0007016606248334
7,0.001543400136915545,0.0006032113465044422,0.001530364323946598,0.8715434213083257,0.0016431481600360951,0.01264071094135292,0.028024656715282887,0.08247105035963571
8,0.9741361526547905,0.0008736752487116294,0.005259367459530229,0.0017871941465817899,0.0006936377344520245,0.00524645057563717,0.00270534786138539,0.00929817242891106
9,0.732908657112744,0.0010007255871595916,0.008389489963508039,0.004833881101809689,0.0017151375029539897,0.04533523103048022,0.025892727149726076,0.17992419640161825
10,0.8741128798836998,0.0027272842109698396,0.05419923854901653,0.01101750331729556,0.0012820560429933003,0.02796176287782878,0.008281633270625099,0.02041765318757088
11,0.010826337750370079,0.00965224482904581,0.0064385287253672895,0.0066300639900332,0.0009422391630398055,0.9321547965947317,0.01359805580831472,0.019757714729097226
12,0.9884481314042367,0.0005829927514426608,0.0023642426146364996,0.0004909563046053405,0.00019375788786902873,0.004562881408954799,0.00088821126977859,0.0024688369284761695
13,0.9950904786412001,0.00012871696169710497,0.0003598947325357669,0.00030656838924274455,9.788296319136596e-05,0.0034970613136481193,0.0001641497324566227,0.00035520346702813395
14,0.2813683818115101,0.0007837387371880263,0.7027120226445129,0.0035481749136759,0.0006575580379208197,0.0034492680470938294,0.0018689995505288398,0.00561190602756949
15,0.9921401912512119,0.0002666791520078437,0.001995215448789829,0.0006732831808368718,0.0001602576467487919,0.0018195377428114683,0.0010110707810124554,0.0019337847115807722
16,0.9950373780903403,0.00014081166027445156,0.00018905448030802173,0.00033600834448065716,0.0003223713234449109,0.00168409885276216,0.00138026792452128,0.0009099978788681499
17,0.0031018382989765557,0.002134124381450573,0.0019214027523563747,0.030564145354818047,0.0011340264372034284,0.878879936370296,0.03428454340991668,0.04797998481498211
18,0.4524402503332289,0.004754774280728669,0.0032883528867006895,0.3129899733396806,0.00230161488374145,0.09649910424384744,0.034569274338209166,0.09315662167386302
19,0.9919711550497481,0.0002959727357322298,0.00193278096158518,0.0003729885004042462,0.00017550879431408255,0.0035757795827938395,0.00072603102750387,0.0009498116349185053
20,0.9992568844669734,4.811647901776873e-05,0.00016915723895357534,0.00010435898744485037,3.7138320897406015e-05,0.00012097514942167611,7.604818324198876e-05,0.00018730670294935057
21,0.9618600204100205,0.00160898956511169,0.0024684515295794298,0.000597068694572762,0.0007009314363190614,0.02998891197403944,0.0006481060421859198,0.00212755152617106
22,0.0017525580355713638,0.0005749321029777885,0.001983546879241241,0.0032101117657773117,0.0003027125769176942,0.003005227943892092,0.9629763891261636,0.026194524740458847
23,0.02922935336888321,0.012222416736254038,0.6277187818909689,0.011225012586331708,0.0015992396159345273,0.04653726292134731,0.1356224385714593,0.13584545790882094
24,0.9960132138675925,0.000145959948373761,0.0009755297092988782,0.0002104802595345491,0.00010526936303424302,0.0013904838072066508,0.0005704206358170348,0.000588655100142306
25,0.001201068100062,0.00012090708377631885,0.0006797693234699834,0.00030273713090972693,9.890195238608606e-05,0.9967330861854236,0.00038138710126718026,0.00048217259970508865
26,0.0029327001063886656,0.001034685587338137,0.0023709823883877232,0.00934251011678957,0.0010480950654006237,0.8679341744121174,0.04326132048181514,0.07207552505176258
27,0.0005255123411333077,0.0005239079124014071,0.00622933185826865,0.0005486346122313061,0.0002540713845800305,0.9901231540101193,0.0005925156197484607,0.0012028724995174498
28,0.9761859759399252,0.0004996872841572246,0.0009443805069234927,0.00127829398605092,0.0002841520602476973,0.00791845658355937,0.010157335685881489,0.0027317018952545996
29,0.00560992396550735,0.0021358476541388496,0.00120605773551094,0.00884268370788033,0.0006619875840511138,0.003457650968179009,0.22775584990322728,0.750330004130505
30,0.0010905157657831472,0.0006596025509479324,0.001246866307808059,0.9508948121429323,0.0021405604127782227,0.012847015447408367,0.004063859469490695,0.02705675593285119
31,0.0005642527606103634,9.084662310221936e-05,0.9969036545275212,0.00027326393575223795,8.65258563057192e-05,0.0007939083935319898,0.00041206291560966403,0.00087549058756668
32,0.0010014143484430784,0.00013585319102389615,0.00016919122686039282,0.0004014831353914046,0.00012308956765353488,0.9927118575493586,0.004554350361711419,0.0009027584565577013
33,0.9954126226625535,0.00024790909805050043,0.0004570707250705398,0.00035656317400667263,0.00012144058119455063,0.0015426187555043099,0.00025837447744840635,0.0016034083941716397
34,0.0013094390405949793,0.0009689995142691675,0.0010710865477330633,0.8804746024697956,0.002154103759937334,0.054611825129527274,0.00620204528847531,0.053207871089667264
35,0.0005174427458074864,0.00075835332347157,0.0037052091024451193,0.0004670470903547941,0.000244834783872943,0.9926230543645567,0.0004906276114052771,0.00119349631608603
36,0.9414580191769621,0.0011198548670160171,0.0013459242466204537,0.00273846914288438,0.0013515607738995,0.038231323432626384,0.00672887565182775,0.007025982648163389
37,0.0012220647860659583,0.0008239747166457043,0.00188401294234801,0.0181975298791323,0.008586496781100548,0.002717672823245307,0.00432372276063621,0.9622444869508259
38,0.9992439033160656,5.411743494207548e-05,0.00015585917484658434,9.232501647969949e-05,4.360114518193649e-05,0.00015045787873628908,6.492203096438497e-05,0.00019480069858320739
39,0.9693476715306257,0.000541667920299909,0.0008935745885264399,0.0042451604665933096,0.0006666436885513371,0.01605668523595358,0.001018886562951547,0.007229741653498179
40,0.000784220980910566,0.0005590757389983204,0.0013282942770254799,0.0063680085732666205,0.0007094460788653732,0.9771905405859616,0.0074466188844815595,0.00561377465049038
41,0.99287685501615,0.00013451829089747058,0.0010959669274369498,0.0002518235034208152,0.00012714779599585553,0.0022830462456846497,0.0021640479371738,0.001066548475240338
42,0.9957004882548791,0.00017676231144772038,0.0007705500980411199,0.0002969069746650392,0.0001232448421930476,0.001220921127142108,0.00031675510839569254,0.001394358641236109
43,0.007988650119476609,0.0011289726836992533,0.00401149459483872,0.7632221669993269,0.0020003483539116802,0.07809363343138417,0.02764022372151957,0.11591451387584295
44,0.00137790975204651,0.00082813629192653,0.0009045689071511175,0.0005208252489358696,0.0003198271567718554,0.9919274088338861,0.00257125904588654,0.001550099749395343
45,0.9944766542725292,0.00025272193057466753,0.00093494636283478,0.0007019639483918327,0.0002043068249300704,0.001687691104886,0.00042856090927851807,0.00131314497957484
46,0.25711033339845824,0.021873700543917678,0.04670755795718275,0.01635649070835065,0.00444392403746213,0.2897869785415259,0.21267004622960295,0.1510509587834995
47,0.4251357211880963,0.00668062555031108,0.060121721363551296,0.00492219208973237,0.0019793438271960197,0.444311585038938,0.010852258810575438,0.04599657698159937
48,0.00337251809095629,0.00125965955053346,0.0036625317061465,0.0007416673086799541,0.0006446346798397235,0.9852688736416484,0.00317541548996126,0.0018746616902342698
49,0.001631463831303875,0.0004966124451410361,0.0008864095610107429,0.00907595360310395,0.0007492862706401722,0.976918361305908,0.00178210104454281,0.008459824538349208
50,0.0023441057623399095,0.0008488943691291132,0.0015406538469194197,0.8082714401679019,0.00251201325070089,0.04844531703534711,0.0093326761924465,0.12670489545521493
51,0.9990520181895395,6.123513394053052e-05,0.00014044265376775072,9.201982908484769e-05,4.325497727030068e-05,0.00022509861607353655,0.00019024213282010322,0.00019572693250340212
52,0.030759803974040677,0.0019784652817321897,0.5089005384948634,0.030081930610637308,0.0029337011106420198,0.02309045692869393,0.11501970919094559,0.2872353742484448
53,0.04147049634592942,0.0023107812607755,0.014086919740653518,0.013531943790802258,0.00112976295644597,0.8987311411409393,0.0046542744083231296,0.02408470436613068
54,0.9960457086937371,0.0005078482851972944,0.0005480087623254207,0.00031234879183156104,8.964737483863638e-05,0.0010264939145330247,0.0003757956755886957,0.0010941769989481647
55,0.00168345737257241,9.918490919477037e-05,0.9964000097156079,0.0006934943283887588,9.406616620460573e-05,0.0004887645598647606,0.000162746842986228,0.00037826732718032824
56,0.00244641055543189,0.0018105639141575997,0.0025133867774685,0.06665222067344306,0.0021459925659735,0.1182071147109417,0.01487885980943729,0.7913454815131462
57,0.0003726865115210718,0.00022950637953295146,0.000436309388173548,0.0007970107813071687,0.0008395772181703458,0.9943947879474143,0.00140241152546782,0.0015277357144127177
58,0.00609641265902497,0.00037816700796268064,0.000429750561251354,0.0005938402471991955,0.00027989695247902357,0.990079764490551,0.00042399670980717945,0.0017181755437244714
59,0.5515626057689508,0.0018637777223554682,0.00275140300159831,0.0019518482832088452,0.001354903516027589,0.4292845592828597,0.002823451099943094,0.008407450065056169
60,0.07302785314758557,0.00189828742618001,0.0017605291405125999,0.00137565994493543,0.0006985538298237269,0.9151532191263925,0.0018798210848665398,0.004206096249703539
61,0.0004791350655967935,7.501772113993472e-05,0.9968442747649291,0.0001643359525001789,8.023666129265678e-05,0.0009697075584250499,0.00037304994938530683,0.00101425359673091
62,0.9944049414707419,0.00023640534043292398,0.0011017092847865981,0.0005161180317081194,0.00012580095308491594,0.0012203768714220632,0.0013322600869053495,0.0010623763409181271
63,0.00278553668550827,0.00225768059867751,0.00132979015840126,0.01782944592658858,0.0007120054606530317,0.0060039392334608295,0.4553112330625581,0.5137703903641523
64,0.9714108279921305,0.0005987766066532665,0.0023536686192609725,0.0006076025481657758,0.00041989900597460845,0.01993319568568351,0.0012035870529886398,0.0034724306941428798
65,0.9981148561083328,0.00012764210168953895,0.0002683578724536534,0.00020089240282081337,5.9647197350994975e-05,0.0005936166878864262,0.00019531961794409098,0.0004396914615215231
66,0.00091301570204497,0.00010901512598950951,0.0010984208167873898,0.0002936067782458846,9.84704163778311e-05,0.9964061842421044,0.00042719731679445,0.0006540420996555399
67,0.9900908593535644,0.0004116613366371666,0.0011624451115771499,0.0005474857203828555,0.00028990562530089946,0.00488547101335621,0.0004951052138962965,0.00211709912628497
68,0.13654244356765194,0.004580232241603879,0.00495971476356666,0.0032232431226613687,0.00195884061910523,0.8051377776241615,0.03211421175272686,0.01148351565852227
69,0.0026232798693102514,0.0006046116477708192,0.0016645417794001489,0.0043991562036557194,0.0007485427505446879,0.01624692733144308,0.8771837882360258,0.09652911462684931
70,0.0012582567822064762,0.00043241053705787337,0.0006869142265847613,0.9439329200149164,0.002091373228168402,0.015629410111661367,0.007838006515146729,0.028130685344257847
71,0.834673352898198,0.00240115446819269,0.03762230506102693,0.015233470943855527,0.0013482790475566806,0.015193419589577959,0.033207995507262306,0.06032003326432973
72,0.00337159120768282,0.9417723234177162,0.0013049491041809609,0.0125059556504043,0.00038458369162553584,0.0016355916365671684,0.0046244798229800495,0.034400541008842996
73,0.9993658405233836,4.400361403358413e-05,0.00015322546257222935,9.904177153390214e-05,4.276827367344051e-05,8.610917562294964e-05,4.873982699402584e-05,0.00016025932968619588
74,0.9985068022373773,7.220155522061606e-05,0.00023494127427042027,0.00010171307237317636,5.385409607833588e-05,0.0001573464372991774,0.00012275641950262344,0.0007503696198782599
75,0.015319212385825249,0.004102776706861399,0.0058540272105185,0.1740680839409191,0.0020567608160575995,0.04808762381655278,0.052989880661049545,0.6975215928122157
76,0.6059241773543211,0.0041922332215788595,0.02537903212748275,0.01360757495309265,0.0053743599402963,0.04268417213002603,0.04784413560551258,0.25499434126768944
77,0.01269079015991435,0.0003910911162455757,0.9646097549447006,0.0007712052502149227,0.0003325456686875484,0.00201987236539593,0.0009948358517732356,0.01818989485006791
78,0.9983127689101784,0.00010619990861965797,0.00029608002581642343,0.00015523704204040704,8.858378187791841e-05,0.00045584275391578134,0.00017762775250059924,0.0004076326440506736
79,0.007330631418184989,0.0006273338107609498,0.0006748378376091257,0.0031370926390714487,0.0009765784535096587,0.8416794056530998,0.14089315111738637,0.00468094494837752
80,0.0034351432793359496,0.0006833586649493452,0.0009000817150161863,0.8895820961025696,0.002002561782175008,0.04450162709516277,0.02781834294258943,0.031076800108201557
81,0.011660099053461478,0.033142965042172935,0.1396261324473837,0.03568435408944928,0.00346936837292981,0.33909553714582824,0.11293006113007045,0.32439152240870395
82,0.01295455046809386,0.0008515615022377581,0.0008236677159272018,0.0041291904114003405,0.00042912180875581744,0.0038996754163645323,0.0024919507951090196,0.9744202612321113
83,0.8194496962173429,0.00157346534084842,0.004471776204121689,0.0175671026052988,0.0007364019317684849,0.13225943841089163,0.00891602232174778,0.015026099837980108
84,0.9857601954675064,0.0004112461778071285,0.0011848987938275902,0.000987699597210763,0.00031856332684953686,0.007704552072861519,0.0010115275843556029,0.002621291968581516
85,0.00198490162747592,0.0008956052830960921,0.00099179231834755,0.0005051097533259636,0.00047059303290214943,0.9909424366600945,0.0013052249202872876,0.00290432695447037
86,0.00777489400256563,0.0041353086314300696,0.08522721732288974,0.01979456769673613,0.0011480854913861898,0.8268643958271371,0.012248591711817209,0.0428069366560377
87,0.00119283694568683,0.0007869617805336387,0.002008881925728094,0.911320020343558,0.01930402035220391,0.0182413624802629,0.00556049896007552,0.041585425401950975
88,0.21532295604965715,0.00532391408507858,0.006065419459076169,0.007994505989942129,0.0025417931215803496,0.4499364755080743,0.009863842919852098,0.3029511094567391
89,0.02132431760147557,0.9293456650275859,0.00233952628711008,0.0088465554361265,0.00045820644874270327,0.006968047613429951,0.00616119123412942,0.024556448771399834
90,0.9857605045784078,0.0005720038301995043,0.0021209418845683998,0.000471771578854936,0.0003033586774276929,0.0062810335857715095,0.00204608723875973,0.002444311114010309
91,0.9993249712481913,5.1775145090751965e-05,0.0001552098887407626,7.466516713959798e-05,4.3458914912370436e-05,9.475006808533157e-05,7.264088661592545e-05,0.00018252476892396637
92,0.9727234178266234,0.0011041147434061975,0.00641144573480995,0.00273326712113104,0.0005081889097999393,0.004702188027599429,0.00615623320008127,0.0056610812615486535
93,0.0017644403047957246,0.0010951271448070565,0.0032559195531638397,0.03791841512734972,0.0029459660953109895,0.005454974311854069,0.022218878043350068,0.9253462183793684
94,0.25662111740539073,0.0011855908321213998,0.0020988644064213998,0.0013267240234679698,0.0007956083062176433,0.7328995838312199,0.00108969699046672,0.0039828349246939995
95,0.9820682555365687,0.0005962279094613522,0.00032695472462274794,0.00020767097398163506,0.00020196384597586747,0.015382828493971719,0.0002640843644271144,0.000951955847990834
96,0.0003001326707398289,8.612519935041098e-05,0.00010086292415164541,0.0001760573280032881,5.330966535434358e-05,0.9975815362329843,0.0011235126263387798,0.0005784980940772931
97,0.07016941795822007,0.007003717786880809,0.8458523247953387,0.00723854260440377,0.0014730708187835999,0.01048247703268632,0.00908662270424762,0.04869381873943887
98,0.9709962397593426,0.0017405496479137598,0.0007702857497756962,0.0011703969103918088,0.0005187906139963402,0.01783181690669551,0.0008102422690407864,0.0061617077318435
99,0.0009293374032872399,0.0005332667744808,0.00111362746457326,0.0002794472152962158,0.0001542901123440109,0.9956876724645123,0.00063587471999136,0.00066650700151479
100,0.9869247456655235,0.0006767030626643652,0.0011905011172363843,0.0014348220680608693,0.0003973555381057394,0.00636431523244343,0.001358244868772944,0.0016533300871926658
101,0.9742220156111631,0.00042395026570058613,0.0004926944929572327,0.00762212379518215,0.0011966311495597952,0.00712230905286236,0.0007981498442268691,0.00812210399034778
102,0.0006211534792566199,6.948581747555042e-05,0.00028034425904312297,0.0001223907638489462,7.341097745352063e-05,0.9982594598133081,0.0002029718091430043,0.00037079255147102113
103,0.0022873690090392863,0.001345670652301455,0.004604780819294109,0.2691419818131824,0.0021236058859494997,0.0076168492417948794,0.029862290599454056,0.6830174804689841
104,0.00287399920056008,0.0028976874161413097,0.00398418540289911,0.19079482886314858,0.0024570069688879402,0.0073166886836447485,0.028653766260340482,0.7610218617043776
105,0.0006432295260248299,7.150462809017335e-05,0.000289935908578119,0.00012447391513029936,7.60034857805326e-05,0.9981766145267124,0.0002492421675649136,0.0003690086941185831
106,0.9990806455523571,5.734871682621259e-05,9.270292107051274e-05,0.00027820811987514535,4.297318042204171e-05,0.00016005684588335815,6.671519091642037e-05,0.00022134970644921783
107,0.007797498867427899,0.00116766808745453,0.0012156352716839898,0.8705782628564481,0.051643094499355766,0.03276780839429575,0.008618248037914989,0.026211747725418823
108,0.00549851431582876,0.0017759322295401799,0.0032411335984893898,0.675325025314306,0.00311444110463748,0.09142030906094897,0.01445825512616041,0.2051663807800886
109,0.025874607322576286,0.0008736631276366754,0.000721645570945747,0.0005995361202977793,0.00042271428335079176,0.0032149998358596194,0.0006090711486923302,0.9676837967506406
110,0.00381836406973276,0.0008174534187363084,0.9787295430843943,0.00676849997379881,0.0003967005220699964,0.00217949083707886,0.0008136926062285899,0.00647622515696043
111,0.01037104444959559,0.00278197718273395,0.0054205337032974,0.00296619954566008,0.001758393433107145,0.00579246276293043,0.9568176582555739,0.014091768397101337
112,0.041049509827171426,0.00326476975902924,0.026984270024133502,0.041568923557676385,0.007509856456842389,0.03374382494920421,0.03704121539769564,0.808837581938247
113,0.0006702476516376813,0.0005250491205215,0.00238451398074282,0.00039331436119112873,0.00017571127458369435,0.9942486594734412,0.0005633631049615521,0.00103915814792037
114,0.0019223646367433024,0.00171463370840771,0.0021805032940074055,0.008158458682374829,0.00119415552752035,0.597254255423852,0.34309113872364766,0.04448446116344666
115,0.02134407918899636,0.00055656614877252,0.0012257885433296116,0.000985308212712088,0.0004687802531361866,0.9717225547698666,0.0010105200629971936,0.002686423190189412
116,0.0006140336155668585,0.00015719585185447498,0.00015623644131395237,0.0002441838514189735,0.00010467508720106654,0.9972554134000224,0.0008780634803897125,0.0005901666322325774
117,0.999252775491666,5.4896589880108956e-05,0.00018820476670871754,5.852693385830537e-05,4.645851929783934e-05,0.00015198715066999237,5.7841679797680635e-05,0.00018932830292116225
118,0.06102621217362627,0.0018541379313165472,0.8491851191264145,0.0038257756509832994,0.0013335162552250372,0.04986851064014553,0.00400407369601127,0.028902634996277345
119,0.9779851431580184,0.00036062957798762267,0.0016254942183578933,0.00029834220985768456,0.00023522578558626622,0.01718727273100181,0.00101245512548297,0.001295385589707296
